
VisualSFM 3D reconstruction, begin...
Searching images in the specified folder
0: img001
0030 and 0069: 15 matches, 0.38sec, #0
0021 and 0068: [13/48], H[6], 0.61sec
0031 and 0069: 6 matches, 0.37sec, #0
0032 and 0069: 12 matches, 0.35sec, #0
0015 and 0069: 60 matches, 2.35sec, #1
0033 and 0069: 11 matches, 0.38sec, #0
0015 and 0069: [13/60], H[5], 0.58sec
0044 and 0069: 11 matches, 0.37sec, #0
0045 and 0069: 20 matches, 0.35sec, #0
0046 and 0069: 13 matches, 0.37sec, #0
0047 and 0069: 8 matches, 0.35sec, #0
0034 and 0069: 39 matches, 2.75sec, #2
0048 and 0069: 9 matches, 0.37sec, #0
0049 and 0069: 6 matches, 0.35sec, #0
0034 and 0069: [12/39], H[7], 0.50sec
0016 and 0069: 43 matches, 2.11sec, #1
0050 and 0069: 10 matches, 0.38sec, #0
0051 and 0069: 9 matches, 0.34sec, #0
0016 and 0069: [12/43], H[8], 0.62sec
0052 and 0069: 11 matches, 0.42sec, #0
0053 and 0069: 10 matches, 0.36sec, #0
0054 and 0069: 12 matches, 0.38sec, #0
0055 and 0069: 11 matches, 0.37sec, #0
0056 and 0069: 11 matches, 0.35sec, #0
0035 and 0069: 38 matches, 2.85sec, #2
0057 and 0069: 15 matches, 0.38sec, #0
0017 and 0069: 58 matches, 2.45sec, #1
0035 and 0069: [11/38], H[6], 0.32sec
0058 and 0069: 16 matches, 0.34sec, #0
0059 and 0069: 23 matches, 0.38sec, #0
0017 and 0069: [12/58], H[6], 0.48sec
0060 and 0069: 17 matches, 0.34sec, #0
0061 and 0069: 21 matches, 0.41sec, #0
0062 and 0069: 22 matches, 0.35sec, #0
0063 and 0069: 42 matches, 0.37sec, #0
0063 and 0069: [22/42], H[9], 0.21sec
0064 and 0069: 64 matches, 0.40sec, #0
0064 and 0069: [46/64], H[27], 0.01sec
0065 and 0069: 122 matches, 0.38sec, #0
0065 and 0069: [100/122], H[45], 0.03sec
0036 and 0069: 48 matches, 2.95sec, #2
0018 and 0069: 50 matches, 2.65sec, #1
0036 and 0069: [13/48], H[8], 0.28sec
0066 and 0069: 233 matches, 0.35sec, #0
0066 and 0069: [205/233], H[71], 0.04sec
0018 and 0069: [12/50], H[7], 0.48sec
0067 and 0069: 394 matches, 0.38sec, #0
0067 and 0069: [364/394], H[232], 0.08sec
0068 and 0069: 559 matches, 0.40sec, #0
0068 and 0069: [547/559], H[235], 0.13sec
0000 and 0070: 329 matches, 0.46sec, #0
0000 and 0070: [282/329], H[215], 0.05sec
0001 and 0070: 292 matches, 0.35sec, #0
0001 and 0070: [230/292], H[135], 0.04sec
0002 and 0070: 167 matches, 0.36sec, #0
0002 and 0070: [141/167], H[97], 0.03sec
0003 and 0070: 83 matches, 0.35sec, #0
0003 and 0070: [63/83], H[46], 0.03sec
0004 and 0070: 54 matches, 0.35sec, #0
0004 and 0070: [35/54], H[13], 0.04sec
0037 and 0069: 47 matches, 3.43sec, #2
0019 and 0069: 46 matches, 3.09sec, #1
0005 and 0070: 31 matches, 0.39sec, #0
0005 and 0070: [18/31], H[6], 0.09sec
0037 and 0069: [13/47], H[7], 0.28sec
0019 and 0069: [15/46], H[7], 0.36sec
0006 and 0070: 19 matches, 0.37sec, #0
0007 and 0070: 13 matches, 0.35sec, #0
0008 and 0070: 19 matches, 0.37sec, #0
0009 and 0070: 14 matches, 0.36sec, #0
0010 and 0070: 19 matches, 0.38sec, #0
0011 and 0070: 16 matches, 0.37sec, #0
0012 and 0070: 16 matches, 0.35sec, #0
0013 and 0070: 7 matches, 0.34sec, #0
0020 and 0069: 49 matches, 2.99sec, #1
0038 and 0069: 37 matches, 3.13sec, #2
0014 and 0070: 11 matches, 0.38sec, #0
0020 and 0069: [13/49], H[7], 0.32sec
0038 and 0069: [10/37], H[5], 0.28sec
0015 and 0070: 14 matches, 0.34sec, #0
0016 and 0070: 11 matches, 0.37sec, #0
0017 and 0070: 13 matches, 0.35sec, #0
0018 and 0070: 13 matches, 0.37sec, #0
0019 and 0070: 17 matches, 0.38sec, #0
0020 and 0070: 11 matches, 0.35sec, #0
0021 and 0070: 18 matches, 0.38sec, #0
0021 and 0069: 46 matches, 2.41sec, #1
0022 and 0070: 17 matches, 0.37sec, #0
0039 and 0069: 49 matches, 2.91sec, #2
0021 and 0069: [11/46], H[5], 0.51sec
0023 and 0070: 11 matches, 0.35sec, #0
0039 and 0069: [13/49], H[6], 0.55sec
0024 and 0070: 10 matches, 0.37sec, #0
0025 and 0070: 10 matches, 0.39sec, #0
0026 and 0070: 7 matches, 0.38sec, #0
0027 and 0070: 12 matches, 0.38sec, #0
0028 and 0070: 15 matches, 0.36sec, #0
0029 and 0070: 12 matches, 0.38sec, #0
0022 and 0069: 47 matches, 2.49sec, #1
0030 and 0070: 8 matches, 0.37sec, #0
0022 and 0069: [12/47], H[7], 0.53sec
0040 and 0069: 37 matches, 2.52sec, #2
0031 and 0070: 11 matches, 0.36sec, #0
0032 and 0070: 7 matches, 0.38sec, #0
0040 and 0069: [13/37], H[7], 0.68sec
0033 and 0070: 9 matches, 0.38sec, #0
0034 and 0070: 12 matches, 0.37sec, #0
0035 and 0070: 10 matches, 0.38sec, #0
0036 and 0070: 10 matches, 0.38sec, #0
0023 and 0069: 55 matches, 2.16sec, #1
0037 and 0070: 13 matches, 0.35sec, #0
0023 and 0069: [15/55], H[8], 0.57sec
0038 and 0070: 15 matches, 0.37sec, #0
0039 and 0070: 8 matches, 0.36sec, #0
0040 and 0070: 14 matches, 0.38sec, #0
0041 and 0069: 38 matches, 2.88sec, #2
0041 and 0070: 14 matches, 0.37sec, #0
0042 and 0070: 11 matches, 0.39sec, #0
0041 and 0069: [14/38], H[8], 0.91sec
0043 and 0070: 19 matches, 0.38sec, #0
0045 and 0070: 59 matches, 2.26sec, #1
0044 and 0070: 19 matches, 0.36sec, #0
0055 and 0070: 13 matches, 0.38sec, #0
0056 and 0070: 18 matches, 0.38sec, #0
0045 and 0070: [17/59], H[9], 0.87sec
0057 and 0070: 9 matches, 0.37sec, #0
0058 and 0070: 13 matches, 0.36sec, #0
0059 and 0070: 14 matches, 0.38sec, #0
0042 and 0069: 36 matches, 2.69sec, #2
0060 and 0070: 18 matches, 0.38sec, #0
0061 and 0070: 18 matches, 0.38sec, #0
0042 and 0069: [11/36], H[6], 0.67sec
0062 and 0070: 19 matches, 0.37sec, #0
0063 and 0070: 26 matches, 0.35sec, #0
0063 and 0070: [15/26], H[8], 0.08sec
0046 and 0070: 51 matches, 2.79sec, #1
0064 and 0070: 45 matches, 0.38sec, #0
0064 and 0070: [33/45], H[14], 0.01sec
0065 and 0070: 66 matches, 0.35sec, #0
0065 and 0070: [44/66], H[18], 0.04sec
0046 and 0070: [12/51], H[6], 0.58sec
0066 and 0070: 123 matches, 0.37sec, #0
0066 and 0070: [98/123], H[44], 0.01sec
0067 and 0070: 249 matches, 0.38sec, #0
0067 and 0070: [203/249], H[90], 0.01sec
0068 and 0070: 386 matches, 0.39sec, #0
0068 and 0070: [348/386], H[204], 0.04sec
0043 and 0069: 39 matches, 2.69sec, #2
0069 and 0070: 538 matches, 0.39sec, #0
0069 and 0070: [508/538], H[456], 0.08sec
0043 and 0069: [11/39], H[5], 0.68sec
0000 and 0071: 480 matches, 0.35sec, #0
0000 and 0071: [448/480], H[373], 0.08sec
0001 and 0071: 441 matches, 0.35sec, #0
0001 and 0071: [393/441], H[344], 0.08sec
0047 and 0070: 50 matches, 2.74sec, #1
0002 and 0071: 292 matches, 0.35sec, #0
0002 and 0071: [224/292], H[182], 0.04sec
0003 and 0071: 176 matches, 0.42sec, #0
0003 and 0071: [145/176], H[79], 0.01sec
0047 and 0070: [13/50], H[7], 0.82sec
0004 and 0071: 112 matches, 0.39sec, #0
0004 and 0071: [90/112], H[48], 0.04sec
0015 and 0071: 12 matches, 0.37sec, #0
0016 and 0071: 13 matches, 0.36sec, #0
0017 and 0071: 12 matches, 0.42sec, #0
0018 and 0071: 8 matches, 0.38sec, #0
0019 and 0071: 15 matches, 0.43sec, #0
0020 and 0071: 16 matches, 0.35sec, #0
0021 and 0071: 6 matches, 0.38sec, #0
0022 and 0071: 11 matches, 0.39sec, #0
0023 and 0071: 21 matches, 0.41sec, #0
0024 and 0071: 20 matches, 0.36sec, #0
0048 and 0070: 57 matches, 4.31sec, #1
0005 and 0071: 50 matches, 5.88sec, #2
0005 and 0071: [28/50], H[16], 0.01sec
0025 and 0071: 13 matches, 0.38sec, #0
0026 and 0071: 17 matches, 0.41sec, #0
0048 and 0070: [13/57], H[8], 0.70sec
0027 and 0071: 18 matches, 0.35sec, #0
0028 and 0071: 20 matches, 0.39sec, #0
0029 and 0071: 12 matches, 0.38sec, #0
0030 and 0071: 14 matches, 0.39sec, #0
0031 and 0071: 11 matches, 0.41sec, #0
0032 and 0071: 20 matches, 0.39sec, #0
0033 and 0071: 17 matches, 0.38sec, #0
0034 and 0071: 12 matches, 0.38sec, #0
0035 and 0071: 9 matches, 0.38sec, #0
0036 and 0071: 14 matches, 0.38sec, #0
0037 and 0071: 21 matches, 0.38sec, #0
0038 and 0071: 16 matches, 0.38sec, #0
0039 and 0071: 14 matches, 0.38sec, #0
0049 and 0070: 47 matches, 5.14sec, #1
0040 and 0071: 11 matches, 0.36sec, #0
0049 and 0070: [12/47], H[7], 0.36sec
0041 and 0071: 18 matches, 0.41sec, #0
0006 and 0071: 29 matches, 6.58sec, #2
0042 and 0071: 7 matches, 0.38sec, #0
0043 and 0071: 15 matches, 0.36sec, #0
0006 and 0071: [13/29], H[6], 0.78sec
0044 and 0071: 12 matches, 0.42sec, #0
0045 and 0071: 11 matches, 0.38sec, #0
0046 and 0071: 14 matches, 0.38sec, #0
0047 and 0071: 8 matches, 0.36sec, #0
0048 and 0071: 13 matches, 0.41sec, #0
0050 and 0070: 56 matches, 2.80sec, #1
0049 and 0071: 10 matches, 0.35sec, #0
0050 and 0071: 7 matches, 0.38sec, #0
0050 and 0070: [14/56], H[7], 0.82sec
0051 and 0071: 10 matches, 0.37sec, #0
0052 and 0071: 10 matches, 0.38sec, #0
0053 and 0071: 8 matches, 0.38sec, #0
0054 and 0071: 15 matches, 0.36sec, #0
0055 and 0071: 13 matches, 0.41sec, #0
0056 and 0071: 14 matches, 0.36sec, #0
0057 and 0071: 15 matches, 0.41sec, #0
0007 and 0071: 25 matches, 5.37sec, #2
0058 and 0071: 15 matches, 0.39sec, #0
0059 and 0071: 13 matches, 0.35sec, #0
0007 and 0071: [11/25], H[4], 0.53sec
0051 and 0070: 42 matches, 3.51sec, #1
0060 and 0071: 18 matches, 0.38sec, #0
0061 and 0071: 17 matches, 0.37sec, #0
0051 and 0070: [11/42], H[6], 0.67sec
0062 and 0071: 16 matches, 0.38sec, #0
0063 and 0071: 25 matches, 0.36sec, #0
0063 and 0071: [15/25], H[6], 0.24sec
0064 and 0071: 30 matches, 0.39sec, #0
0064 and 0071: [16/30], H[6], 0.77sec
0065 and 0071: 51 matches, 0.38sec, #0
0065 and 0071: [34/51], H[19], 0.04sec
0066 and 0071: 79 matches, 0.38sec, #0
0066 and 0071: [58/79], H[30], 0.03sec
0067 and 0071: 164 matches, 0.36sec, #0
0067 and 0071: [134/164], H[83], 0.04sec
0068 and 0071: 264 matches, 0.37sec, #0
0068 and 0071: [208/264], H[131], 0.01sec
0069 and 0071: 424 matches, 0.37sec, #0
0069 and 0071: [366/424], H[298], 0.02sec
0052 and 0070: 42 matches, 4.34sec, #1
0070 and 0071: 511 matches, 0.38sec, #0
0070 and 0071: [475/511], H[415], 0.02sec
0008 and 0071: 27 matches, 5.19sec, #2
0052 and 0070: [12/42], H[6], 0.31sec
0008 and 0071: [11/27], H[0], 0.29sec
0000 and 0072: 612 matches, 0.37sec, #0
0000 and 0072: [583/612], H[528], 0.06sec
0001 and 0072: 587 matches, 0.38sec, #0
0001 and 0072: [560/587], H[457], 0.10sec
0002 and 0072: 454 matches, 0.38sec, #0
0002 and 0072: [368/454], H[261], 0.04sec
0003 and 0072: 280 matches, 0.35sec, #0
0003 and 0072: [230/280], H[150], 0.04sec
0004 and 0072: 171 matches, 0.38sec, #0
0004 and 0072: [144/171], H[103], 0.03sec
0005 and 0072: 89 matches, 0.35sec, #0
0005 and 0072: [65/89], H[32], 0.03sec
0006 and 0072: 51 matches, 0.38sec, #0
0006 and 0072: [27/51], H[17], 0.11sec
0007 and 0072: 30 matches, 0.43sec, #0
0053 and 0070: 50 matches, 4.01sec, #1
0007 and 0072: [14/30], H[7], 1.10sec
0053 and 0070: [15/50], H[9], 0.71sec
0008 and 0072: 20 matches, 0.34sec, #0
0009 and 0071: 30 matches, 4.73sec, #2
0009 and 0072: 23 matches, 0.37sec, #0
0009 and 0071: [10/30], H[5], 0.58sec
0010 and 0072: 19 matches, 0.35sec, #0
0011 and 0072: 21 matches, 0.34sec, #0
0012 and 0072: 15 matches, 0.38sec, #0
0013 and 0072: 15 matches, 0.37sec, #0
0014 and 0072: 14 matches, 0.35sec, #0
0015 and 0072: 16 matches, 0.37sec, #0
0054 and 0070: 35 matches, 2.82sec, #1
0016 and 0072: 15 matches, 0.35sec, #0
0017 and 0072: 11 matches, 0.34sec, #0
0054 and 0070: [11/35], H[7], 0.59sec
0018 and 0072: 17 matches, 0.38sec, #0
0019 and 0072: 16 matches, 0.37sec, #0
0010 and 0071: 52 matches, 3.55sec, #2
0020 and 0072: 12 matches, 0.35sec, #0
0021 and 0072: 12 matches, 0.34sec, #0
0010 and 0071: [15/52], H[7], 0.54sec
0022 and 0072: 12 matches, 0.38sec, #0
0024 and 0072: 67 matches, 1.83sec, #1
0023 and 0072: 22 matches, 0.34sec, #0
0034 and 0072: 12 matches, 0.38sec, #0
0024 and 0072: [17/67], H[8], 0.61sec
0035 and 0072: 17 matches, 0.37sec, #0
0036 and 0072: 8 matches, 0.35sec, #0
0037 and 0072: 14 matches, 0.37sec, #0
0038 and 0072: 14 matches, 0.35sec, #0
0011 and 0071: 48 matches, 2.45sec, #2
0039 and 0072: 13 matches, 0.38sec, #0
0011 and 0071: [13/48], H[6], 0.61sec
0040 and 0072: 17 matches, 0.34sec, #0
0025 and 0072: 46 matches, 2.17sec, #1
0041 and 0072: 15 matches, 0.38sec, #0
0025 and 0072: [15/46], H[6], 0.57sec
0042 and 0072: 16 matches, 0.37sec, #0
0043 and 0072: 13 matches, 0.36sec, #0
0044 and 0072: 18 matches, 0.38sec, #0
0045 and 0072: 14 matches, 0.38sec, #0
0046 and 0072: 12 matches, 0.37sec, #0
0012 and 0071: 37 matches, 2.50sec, #2
0047 and 0072: 9 matches, 0.35sec, #0
0012 and 0071: [11/37], H[7], 0.48sec
0026 and 0072: 56 matches, 2.30sec, #1
0048 and 0072: 12 matches, 0.39sec, #0
0049 and 0072: 7 matches, 0.35sec, #0
0026 and 0072: [15/56], H[8], 0.63sec
0050 and 0072: 16 matches, 0.37sec, #0
0051 and 0072: 10 matches, 0.35sec, #0
0052 and 0072: 6 matches, 0.37sec, #0
0053 and 0072: 17 matches, 0.35sec, #0
0054 and 0072: 8 matches, 0.37sec, #0
0055 and 0072: 9 matches, 0.35sec, #0
0013 and 0071: 38 matches, 2.69sec, #2
0056 and 0072: 12 matches, 0.38sec, #0
0027 and 0072: 50 matches, 2.34sec, #1
0013 and 0071: [11/38], H[6], 0.39sec
0057 and 0072: 9 matches, 0.38sec, #0
0058 and 0072: 8 matches, 0.37sec, #0
0027 and 0072: [14/50], H[6], 0.74sec
0059 and 0072: 15 matches, 0.38sec, #0
0060 and 0072: 17 matches, 0.35sec, #0
0061 and 0072: 10 matches, 0.38sec, #0
0062 and 0072: 17 matches, 0.38sec, #0
0014 and 0071: 43 matches, 2.25sec, #2
0063 and 0072: 23 matches, 0.37sec, #0
#0: 2040 matched at speed 2.26hz
0014 and 0071: [12/43], H[8], 0.53sec
#2: 280 matched at speed 0.31hz
0064 and 0072: 22 matches, 0.36sec, #0
0065 and 0072: 29 matches, 0.38sec, #0
0065 and 0072: [16/29], H[8], 0.13sec
0028 and 0072: 41 matches, 2.97sec, #1
0066 and 0072: 50 matches, 0.36sec, #0
0066 and 0072: [33/50], H[19], 0.04sec
0067 and 0072: 95 matches, 0.38sec, #0
0067 and 0072: [63/95], H[34], 0.04sec
0028 and 0072: [10/41], H[4], 0.68sec
0068 and 0072: 156 matches, 0.45sec, #0
0068 and 0072: [134/156], H[69], 0.03sec
0069 and 0072: 264 matches, 0.38sec, #0
0069 and 0072: [240/264], H[149], 0.01sec
0070 and 0072: 358 matches, 0.44sec, #0
0070 and 0072: [317/358], H[144], 0.04sec
0071 and 0072: 562 matches, 0.38sec, #0
0071 and 0072: [459/562], H[443], 0.09sec
0000 and 0073: 544 matches, 0.37sec, #0
0000 and 0073: [461/544], H[444], 0.07sec
0001 and 0073: 631 matches, 0.41sec, #0
0001 and 0073: [588/631], H[496], 0.07sec
0029 and 0072: 42 matches, 2.93sec, #1
0002 and 0073: 626 matches, 4.59sec, #2
0002 and 0073: [593/626], H[538], 0.01sec
0012 and 0073: 14 matches, 0.38sec, #0
0013 and 0073: 16 matches, 0.37sec, #0
0029 and 0072: [12/42], H[6], 0.61sec
0014 and 0073: 12 matches, 0.38sec, #0
0015 and 0073: 25 matches, 0.35sec, #0
0015 and 0073: [10/25], H[5], 1.38sec
0016 and 0073: 11 matches, 0.33sec, #0
0017 and 0073: 15 matches, 0.35sec, #0
0018 and 0073: 19 matches, 0.37sec, #0
0019 and 0073: 15 matches, 0.35sec, #0
0020 and 0073: 11 matches, 0.38sec, #0
0030 and 0072: 35 matches, 3.99sec, #1
0021 and 0073: 8 matches, 0.35sec, #0
0030 and 0072: [12/35], H[7], 0.36sec
0003 and 0073: 462 matches, 4.98sec, #2
0022 and 0073: 21 matches, 0.38sec, #0
0003 and 0073: [371/462], H[359], 0.06sec
0023 and 0073: 24 matches, 0.37sec, #0
0024 and 0073: 20 matches, 0.36sec, #0
0025 and 0073: 18 matches, 0.38sec, #0
0026 and 0073: 19 matches, 0.37sec, #0
0027 and 0073: 27 matches, 0.38sec, #0
0027 and 0073: [12/27], H[5], 0.29sec
0028 and 0073: 21 matches, 0.42sec, #0
0029 and 0073: 25 matches, 0.38sec, #0
0031 and 0072: 52 matches, 3.24sec, #1
0029 and 0073: [13/25], H[6], 0.49sec
0030 and 0073: 20 matches, 0.37sec, #0
0031 and 0072: [14/52], H[7], 0.76sec
0031 and 0073: 15 matches, 0.35sec, #0
0032 and 0073: 10 matches, 0.39sec, #0
0033 and 0073: 13 matches, 0.38sec, #0
0034 and 0073: 11 matches, 0.38sec, #0
0004 and 0073: 264 matches, 5.45sec, #2
0004 and 0073: [224/264], H[160], 0.01sec
0035 and 0073: 14 matches, 0.39sec, #0
0036 and 0073: 19 matches, 0.38sec, #0
0037 and 0073: 21 matches, 0.37sec, #0
0038 and 0073: 13 matches, 0.35sec, #0
0032 and 0072: 41 matches, 3.22sec, #1
0039 and 0073: 17 matches, 0.38sec, #0
0040 and 0073: 12 matches, 0.37sec, #0
0032 and 0072: [12/41], H[7], 0.62sec
0041 and 0073: 16 matches, 0.38sec, #0
0042 and 0073: 11 matches, 0.39sec, #0
0043 and 0073: 14 matches, 0.35sec, #0
0044 and 0073: 18 matches, 0.38sec, #0
0045 and 0073: 10 matches, 0.37sec, #0
0046 and 0073: 14 matches, 0.35sec, #0
0047 and 0073: 9 matches, 0.37sec, #0
0005 and 0073: 158 matches, 5.03sec, #2
0048 and 0073: 8 matches, 0.35sec, #0
0005 and 0073: [119/158], H[59], 0.01sec
0033 and 0072: 48 matches, 3.03sec, #1
0049 and 0073: 8 matches, 0.37sec, #0
0050 and 0073: 8 matches, 0.35sec, #0
0033 and 0072: [11/48], H[6], 0.63sec
#1: 300 matched at speed 0.32hz
0051 and 0073: 10 matches, 0.37sec, #0
0062 and 0073: 19 matches, 0.39sec, #0
0063 and 0073: 20 matches, 0.38sec, #0
0064 and 0073: 13 matches, 0.35sec, #0
0065 and 0073: 30 matches, 0.38sec, #0
0065 and 0073: [15/30], H[6], 0.15sec
0066 and 0073: 43 matches, 0.43sec, #0
0066 and 0073: [26/43], H[10], 0.30sec
0067 and 0073: 55 matches, 0.44sec, #0
0067 and 0073: [37/55], H[10], 0.13sec
0068 and 0073: 89 matches, 0.44sec, #0
0068 and 0073: [68/89], H[42], 0.01sec
0069 and 0073: 149 matches, 0.38sec, #0
0069 and 0073: [124/149], H[69], 0.04sec
0052 and 0073: 51 matches, 4.38sec, #1
0070 and 0073: 236 matches, 0.38sec, #0
0070 and 0073: [209/236], H[133], 0.01sec
0006 and 0073: 82 matches, 5.52sec, #2
0006 and 0073: [50/82], H[18], 0.04sec
0052 and 0073: [11/51], H[6], 0.32sec
0071 and 0073: 375 matches, 0.37sec, #0
0071 and 0073: [341/375], H[210], 0.02sec
0072 and 0073: 510 matches, 0.44sec, #0
0072 and 0073: [419/510], H[334], 0.10sec
0000 and 0074: 370 matches, 0.36sec, #0
0000 and 0074: [290/370], H[270], 0.05sec
0001 and 0074: 490 matches, 0.42sec, #0
0001 and 0074: [454/490], H[357], 0.07sec
0002 and 0074: 642 matches, 0.41sec, #0
0002 and 0074: [605/642], H[427], 0.10sec
0003 and 0074: 583 matches, 0.47sec, #0
0003 and 0074: [549/583], H[299], 0.04sec
0004 and 0074: 430 matches, 0.37sec, #0
0004 and 0074: [390/430], H[272], 0.06sec
0005 and 0074: 267 matches, 0.37sec, #0
0005 and 0074: [224/267], H[183], 0.01sec
0053 and 0073: 46 matches, 3.87sec, #1
0006 and 0074: 145 matches, 0.38sec, #0
0006 and 0074: [110/145], H[61], 0.01sec
0007 and 0074: 67 matches, 0.38sec, #0
0007 and 0074: [47/67], H[25], 0.04sec
0053 and 0073: [13/46], H[6], 0.63sec
0008 and 0074: 46 matches, 0.35sec, #0
0008 and 0074: [30/46], H[15], 0.01sec
0009 and 0074: 31 matches, 0.37sec, #0
0007 and 0073: 45 matches, 5.82sec, #2
0009 and 0074: [17/31], H[6], 0.82sec
0010 and 0074: 24 matches, 0.33sec, #0
0007 and 0073: [16/45], H[9], 0.72sec
0011 and 0074: 14 matches, 0.35sec, #0
0012 and 0074: 18 matches, 0.37sec, #0
0054 and 0073: 48 matches, 2.83sec, #1
0013 and 0074: 21 matches, 0.35sec, #0
0014 and 0074: 17 matches, 0.37sec, #0
0054 and 0073: [12/48], H[8], 0.57sec
0015 and 0074: 16 matches, 0.35sec, #0
0016 and 0074: 17 matches, 0.37sec, #0
0017 and 0074: 17 matches, 0.35sec, #0
0018 and 0074: 13 matches, 0.37sec, #0
0019 and 0074: 15 matches, 0.35sec, #0
0020 and 0074: 15 matches, 0.41sec, #0
0021 and 0074: 12 matches, 0.35sec, #0
0022 and 0074: 12 matches, 0.37sec, #0
0023 and 0074: 15 matches, 0.36sec, #0
0008 and 0073: 37 matches, 4.61sec, #2
0055 and 0073: 38 matches, 3.46sec, #1
0024 and 0074: 23 matches, 0.38sec, #0
0008 and 0073: [12/37], H[6], 0.37sec
0055 and 0073: [12/38], H[6], 0.33sec
0025 and 0074: 23 matches, 0.37sec, #0
0026 and 0074: 25 matches, 0.36sec, #0
0026 and 0074: [14/25], H[11], 0.06sec
0027 and 0074: 26 matches, 0.38sec, #0
0027 and 0074: [15/26], H[11], 0.39sec
0028 and 0074: 21 matches, 0.34sec, #0
0029 and 0074: 20 matches, 0.37sec, #0
0030 and 0074: 17 matches, 0.35sec, #0
0031 and 0074: 9 matches, 0.41sec, #0
0032 and 0074: 13 matches, 0.35sec, #0
0033 and 0074: 16 matches, 0.37sec, #0
0056 and 0073: 42 matches, 3.89sec, #1
0034 and 0074: 27 matches, 0.35sec, #0
0034 and 0074: [10/27], H[0], 0.34sec
0009 and 0073: 49 matches, 4.51sec, #2
0056 and 0073: [12/42], H[6], 0.50sec
0035 and 0074: 20 matches, 0.37sec, #0
0009 and 0073: [10/49], H[4], 0.45sec
0036 and 0074: 17 matches, 0.35sec, #0
0037 and 0074: 14 matches, 0.37sec, #0
0038 and 0074: 19 matches, 0.35sec, #0
0039 and 0074: 18 matches, 0.37sec, #0
0040 and 0074: 13 matches, 0.35sec, #0
0041 and 0074: 13 matches, 0.39sec, #0
0042 and 0074: 12 matches, 0.38sec, #0
0057 and 0073: 51 matches, 2.97sec, #1
0043 and 0074: 19 matches, 0.39sec, #0
0057 and 0073: [11/51], H[6], 0.56sec
0044 and 0074: 14 matches, 0.41sec, #0
0045 and 0074: 14 matches, 0.35sec, #0
0010 and 0073: 53 matches, 3.68sec, #2
0046 and 0074: 19 matches, 0.38sec, #0
0010 and 0073: [11/53], H[5], 0.57sec
0047 and 0074: 9 matches, 0.37sec, #0
0048 and 0074: 12 matches, 0.38sec, #0
0049 and 0074: 7 matches, 0.39sec, #0
0050 and 0074: 19 matches, 0.38sec, #0
0051 and 0074: 9 matches, 0.38sec, #0
0058 and 0073: 59 matches, 2.94sec, #1
0052 and 0074: 8 matches, 0.36sec, #0
0053 and 0074: 5 matches, 0.39sec, #0
0058 and 0073: [13/59], H[7], 0.58sec
0011 and 0073: 53 matches, 2.60sec, #2
0054 and 0074: 4 matches, 0.41sec, #0
0055 and 0074: 9 matches, 0.35sec, #0
0011 and 0073: [14/53], H[7], 0.68sec
0056 and 0074: 8 matches, 0.41sec, #0
0057 and 0074: 10 matches, 0.36sec, #0
0058 and 0074: 15 matches, 0.38sec, #0
0069 and 0074: 92 matches, 0.41sec, #0
0069 and 0074: [72/92], H[36], 0.01sec
0070 and 0074: 142 matches, 0.37sec, #0
0070 and 0074: [107/142], H[62], 0.01sec
0071 and 0074: 257 matches, 0.37sec, #0
0071 and 0074: [210/257], H[156], 0.01sec
0059 and 0073: 48 matches, 3.08sec, #1
0072 and 0074: 382 matches, 0.34sec, #0
0072 and 0074: [338/382], H[131], 0.04sec
0059 and 0074: 39 matches, 2.92sec, #2
0059 and 0073: [12/48], H[7], 0.75sec
0073 and 0074: 537 matches, 0.37sec, #0
0073 and 0074: [520/537], H[347], 0.06sec
0000 and 0075: 234 matches, 0.35sec, #0
0059 and 0074: [11/39], H[7], 0.52sec
0000 and 0075: [181/234], H[153], 0.04sec
0001 and 0075: 357 matches, 0.37sec, #0
0001 and 0075: [277/357], H[207], 0.01sec
0002 and 0075: 483 matches, 0.35sec, #0
0002 and 0075: [405/483], H[355], 0.09sec
0003 and 0075: 592 matches, 0.42sec, #0
0003 and 0075: [488/592], H[495], 0.05sec
0004 and 0075: 567 matches, 0.40sec, #0
0004 and 0075: [458/567], H[444], 0.05sec
0005 and 0075: 405 matches, 0.39sec, #0
0005 and 0075: [346/405], H[293], 0.04sec
0006 and 0075: 265 matches, 0.37sec, #0
0006 and 0075: [213/265], H[126], 0.01sec
0060 and 0073: 51 matches, 3.42sec, #1
0007 and 0075: 147 matches, 0.37sec, #0
0007 and 0075: [107/147], H[62], 0.01sec
0060 and 0074: 53 matches, 3.28sec, #2
0008 and 0075: 93 matches, 0.38sec, #0
0060 and 0073: [12/51], H[7], 0.46sec
0008 and 0075: [59/93], H[33], 0.04sec
0060 and 0074: [13/53], H[8], 0.41sec
0009 and 0075: 70 matches, 0.35sec, #0
0009 and 0075: [42/70], H[15], 0.10sec
0010 and 0075: 39 matches, 0.36sec, #0
0010 and 0075: [21/39], H[7], 1.09sec
0011 and 0075: 38 matches, 0.38sec, #0
0011 and 0075: [15/38], H[4], 1.58sec
0012 and 0075: 21 matches, 0.31sec, #0
0013 and 0075: 16 matches, 0.36sec, #0
0014 and 0075: 25 matches, 0.35sec, #0
0014 and 0075: [12/25], H[5], 0.92sec
0061 and 0073: 52 matches, 5.92sec, #1
0061 and 0074: 54 matches, 5.66sec, #2
0061 and 0073: [11/52], H[5], 0.26sec
